,pelicula_id,overview,clstr_b,clstr_a
35624,32695,"Frantic to be free of Felix, her wealthy but drunken and violent drug-lord husband, Ana (Elena Anaya) tricks her fresh-from-prison sister, Aurora (Ariadna Gil), and two other ex-partners in crime into coming to her aid. Now that their crew is reassembled, the women begin planning a heist that will rid Ana of Felix and net them enough cash to be set for life.",2.0,2.0
35628,26381,A week before Christmas Liza McCann visit her estranged father who strangely lives in a town decked out for the holidays and is full of Christmas spirit. Strange events immediately occur when they arrive challenging everything Liza had once believed in.,2.0,2.0
35651,128070,A recovering alcoholic travels to the untamed coast of Patagonia to reconnect with his estranged daughter in this gentle yet deeply resonant drama from Argentine writer-director Carlos Sorin.,2.0,2.0
35670,220488,My Lucky Star is a 2013 Chinese romance film directed by Dennie Gordon and starring Zhang Ziyi and Leehom Wang. The film also serves as a prequel to the 2009 film Sophie's Revenge.,2.0,2.0
35689,342927,"The world’s greatest killing machine is three times as deadly when a mutated shark threatens a cruise ship. As the shark eats its way from one end of the ship to the next, the passengers fight the deadly predator using anything they can find.",2.0,2.0
35702,267319,"Kidnapped by a Los Angeles crime syndicate, a group of schoolgirls must fight and seduce their way to vengeance after one of them committed suicide, teaching the criminals a lesson in kicking butt and taking names.",2.0,2.0
35711,214129,An ugly ducking attempts to become desirable.,2.0,2.0
35721,40119,"""Drop"" tells the story of a boy named Hiroshi Shinanogawa, who grew up in the 1980s. He became inspired by the Be-Bop High School manga and decided to become a delinquent. Hiroshi dropped out of a private middle school and transferred to a public school There he joins up with a delinquent gang.",2.0,2.0
35722,54225,"In this anthology film centered around the theme of ""Eros,"" five seperate stories are presented by five top Korean directors. The main characters from each segment are connected with each other in one way or another.",2.0,2.0
35730,31078,"A divorced farmer takes in his troubled teenage daughter for the summer, a summer which changes the lives of the two of them, and their friends and family.",2.0,2.0
35732,172767,"When an energy experiment goes haywire, a rash of massive hurricanes rips across North America. A high school science teacher must get his family to safety before the hurricanes merge, creating a ""hypercane"" with the power to wipe the US off the map.",2.0,2.0
35742,337208,"After an accidental explosion at a local mine, dinosaurs emerge from the rubble to terrorize a small western town. Now, a group of gunslingers must defend their home if anyone is going to survive in a battle of cowboys versus dinosaurs.",2.0,2.0
35748,83880,"An offshore drilling accident triggers the release of a giant prehistoric shark. When marine biologist Kat Carmichael arrives, she runs up against corporate front man Roger Wade, who plots with Stewart to disrupt her investigation. With the help of Skipper Chuck and disc jockey Dynamite Stevens, Kat tries to find a way to defeat the monster which has evolved to a state where it can walk on dry land and fly...it's the SUPER SHARK!",2.0,2.0
35755,20226,"Shy, gentle half-wit Dennis, whose only obsession is train-spotting, is released early on account of good behavior after a rape sentence. His parents who run a modest barbershop, skeptic André and Rita, desperately try to keep him out of girl trouble, but his victim's sister Barbara starts a hate campaign. After another girl reports abuse, Dennis is jailed and beaten black and blue daily. Barbara's boyfriend, lawyer Thomas Verelst, accepts to help 'pro deo' (no cost) and pleads that Dennis belongs in a mental institution.",2.0,2.0
35769,66066,"Businessman Christian Vandenheuvel planned to spend the long weekend with his young mistress, Lisa. Instead, they're take hostage by Jos Diels and Nick, two of the 46 laborers who lost their job recently when Christian had his family film bankrupted. Each victim fails to escape, even the fire alarm doesn't get them freed. After Jos realizes the mistress is his only daughter, and Nick falls in love with Lisa, the masked men's mood evolves as they progress to truth time, when the police arrives.",2.0,2.0
35777,209414,"Sarah, a beautiful and gifted 15-year-old from a wealthy but chaotic family, holds on to one dream: to run away from home and to become a professional ballet dancer.",2.0,2.0
35786,75578,"A family film, based on a well-known Dutch story from the Middle Ages. Mariken tells the compelling and poetic story of spirited young girl named Mariken. The orphan Mariken lives in a secluded forest with an eccentric old hermit. One day, she decides to leave her surroundings and sets off for town to buy a new goat. On her adventurous journey into the 'real' world, she finds out about the good and bad sides of people.",2.0,2.0
35808,129119,"Araf is the story of Zehra and Olgun whose lives are caught in a vacuum. The world in which they live and work is a place of throwaway culture and constant change. They too are waiting for a chance to change and escape from their empty, monotonous lives.",2.0,2.0
35810,82655,"A girl gets in a car accident and wanders through the woods, encountering all kinds of nightmarish things.",2.0,2.0
35822,329440,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",2.0,2.0
35830,127894,"In this lively French remake of Humpday, best buds reunite and revive their friendship on a questionable dare. Can two straight guys really make a gay sex film, together?",2.0,2.0
35831,37460,"This thrilling, allegorical drama follows the intricately interwoven lives of three people, delving into concepts of good and evil, and complex emotions. Ragini re-locates to distant Lal Matti along with her Superintendent of Police husband, Dev Pratap Sharma, in order to enable him to apprehend a bandit, Beera Munda. Shortly thereafter her life is turned upside down when she is abducted by Beera and held captive. It is during this captivity that she is forced to experience myriad complex emotions, with her life in danger of ending within 14 hours. However, she also attempts to the real reason behind her abduction. What will she discover? How will justice be served? Will Ragini's life be spared, and if so, will she be happy to return to the safety of her husband's embrace?",2.0,2.0
